ID,Last Contact,City State,Location,Sex,Missing Age From,Missing Age To,Current Age From,Current Age To,Ethnicity,Height,Weight,Hair Color,Left Eye Color,Right Eye Color,Clothing,Physical Features
MP71399,2016-07-01,"Houston, Missouri","(37.3261588, -91.95598799999999)",Male,39,39,48,48,White / Caucasian,,,Black,Brown,Brown,,"Finger and toe nails: Long nails
Tattoo: Tattoo of a skeleton on his neck, under his chin; Tattoo of ""Walnut"" on the back of his right hand; Tattoo of ""Park"" on the back of his left hand; Tattoo of ""Beverly"" on one side of his neck; Tattoo of ""Ellamae"" on the other side of his neck; Tattoo of ""5"" on left elbow; Tattoo of ""4"" on right elbow"
MP64287,2017-11-01,"St. Louis, Missouri","(38.6305392, -90.19282160000002)",Male,35,35,42,42,White / Caucasian,72.0,210.0,Black,Brown,Brown,,
MP35427,1976-08-05,"Columbia, Missouri","(38.9517053, -92.3340724)",Female,23,23,71,71,White / Caucasian,64.0,107.0,Blond/Strawberry,Blue,Blue,"Cut-off jeans; Floral blouse
Sandals",
MP36317,1978-01-18,"Kansas City, Missouri","(39.0997265, -94.5785667)",Male,52,52,99,99,White / Caucasian,72.0,215.0,Gray or Partially Gray,Brown,Brown,,Scar/mark: Large scar on the left side of his belt-line.
MP8911,2010-03-14,"Poplar, Montana","(48.1130741, -105.1983149)",Female,11,11,25,25,White / Caucasian,67.0,185.0,Brown,Hazel,Hazel,"Sleeveless pink dress, white socks
white sneakers",Scar/mark: Birthmark on left shoulder and on the left side of head in her hair. Large scar on the inside of her left wrist and a small scar on the center of her forehead.
MP10506,1966-03-13,"Missoula, Montana","(46.8721284, -113.9940314)",Female,30,30,89,89,White / Caucasian,59.0,95.0,Brown,Brown,Brown,"Believed to be wearing slacks, and a green 3/4 length car coat with plaid lining and two large hand pockets.  Described as cut in a ""boy's"" style.
Wears size 6 (narrow) shoe.
2 diamond rings worn on third finger of right hand:  1 small diamond in yellow gold setting, 1 large diamond in white gold setting.",Scar/mark: Small dark blemishes on both cheeks.
MP18609,2007-11-02,"Butte, Montana","(46.0600227, -112.490614)",Female,46,46,63,63,White / Caucasian,61.0,102.0,Brown,Blue,Blue,,
MP18966,2008-05-23,"Anaconda, Montana","(46.10953139999999, -113.0212247)",Female,45,45,61,61,,65.0,200.0,Black,Brown,Brown,,
MP23767,2012-06-29,"Hardin, Montana","(45.7324778, -107.6120314)",Male,32,32,44,44,White / Caucasian,65.0,187.0,Red/Auburn,Green,Green,"black tank top, blue jean shorts
hiking boots",Tattoo: right shoulder(unk) right leg(tribal) and skull on neck
MP23708,1995-10-30,"Thompson Falls, Montana","(47.5955023, -115.3373865)",Male,31,31,60,60,,66.0,200.0,Black,Brown,Brown,,Tattoo: unk. tattoo left arm
MP29460,1991-04-06,"Big Timber, Montana","(45.8343543, -109.9540644)",Male,41,41,75,75,White / Caucasian,68.0,165.0,Brown,Green,Green,,"Scar/mark: Scar on chin and upper right arm
Other distinctive physical characteristic: Gap in front teeth, left handed"
MP69378,2017-09-05,"Billings, Montana","(45.78888569999999, -108.5908853)",Female,15,15,22,22,White / Caucasian,63.0,200.0,Brown,Green,Green,"Last seen wearing tribal black and white jogging pants, an Obay shirt, and a hoodie with saying ""make love not war""",
MP62491,2019-10-19,"Kalispell, Montana","(48.1919889, -114.3168131)",Male,24,24,29,29,White / Caucasian,68.0,120.0,Brown,Brown,Brown,,Tattoo: Tribal tattoo on upper arm near the shoulder
MP52872,2016-04-14,"Butte, Montana","(46.0600227, -112.490614)",Male,33,33,42,42,White / Caucasian,71.0,215.0,Brown,Blue,Blue,Unknown what he was last wearing,"Tattoo: Left or right triceps: “TYSON” (in Old English writing)
Left or right triceps: “TAHJA” or ""TAVIA"" (in Old English writing)
On back, across the shoulders: “KING” (in Old English writing)
Other distinctive physical characteristic: Missing two front upper teeth"
MP87845,2021-11-05,"Kalispell, Montana","(48.1919889, -114.3168131)",Male,40,40,43,43,White / Caucasian,70.0,180.0,Brown,Hazel,Hazel,"Wears 32/30 pants, XL Shirts, typically wears boxers
Wears 10.5 WW shoe",
MP77213,2020-07-22,"Columbia Falls, Montana","(48.3799643, -114.1804038)",Male,68,68,73,73,White / Caucasian,70.0,220.0,Gray or Partially Gray,Hazel,Hazel,,
MP133422,2016-06-25,"Missoula, Montana","(46.9539821, -113.9120099)",Male,25,25,33,33,White / Caucasian,68.0,130.0,Brown,Brown,Brown,,"Piercing: left ear
Tattoo: ""SHOOT N0W DIE LATER""
Tattoo: ""TRUST NO BITCH"" on right arm
Tattoo: ""TOWN""
Tattoo: CLOWN on chest
Tattoo: CITY SKYLINE CLOUD on chest
Tattoo: ""DIE LATER""
Tattoo: ALIEN
Tattoo: BIOMATRICS
Tattoo: ""773"" on left arm
Tattoo: TAT L ARM, Letters
Tattoo: TAT L HND, Letters
Tattoo: TAT LF ARM
Tattoo: TAT LF ARM, Number
Tattoo: TAT LF ARM, Letters
Tattoo: TAT R ARM
Tattoo: TAT R ARM, Shapes
Tattoo: TAT R ARM, Letters
Tattoo: TAT RF ARM
Tattoo: TAT RF ARM, Shapes
Tattoo: TAT RF ARM, Letters
Tattoo: TAT UR ARM, Letters"
MP6303,2008-12-23,"Billings, Montana","(45.7832856, -108.5006904)",Male,0,0,16,16,American Indian / Alaska Native,19.0,15.0,Brown,Brown,Brown,,
MP52378,2018-07-23,"Billings, Montana","(45.7832856, -108.5006904)",Female,19,19,26,26,American Indian / Alaska Native,64.0,125.0,Black,Brown,Brown,,
MP3899,1996-02-06,"Great Falls, Montana","(47.5154575, -111.2803565)",Male,10,10,38,38,,48.0,100.0,Brown,Brown,Brown,"Last seen wearing denim sports jacket, blue with green sleeves; Blue football jersey with gold numbers 45, and Ramsay on the back; Lee brand stonewashed jeans
Black tennis shoes, size 4",Scar/mark: Zachary has a scar between his eyebrows and on his arm. He has blotchy skin and dimples.
MP23235,1994-11-06,"Billings, Montana","(45.7832856, -108.5006904)",Male,30,30,60,60,White / Caucasian,73.0,140.0,Blond/Strawberry,Brown,Brown,,
MP23385,2006-01-30,"St. Ignatius, Montana","(47.3199306, -114.0939979)",Female,53,53,72,72,White / Caucasian,62.0,150.0,Red/Auburn,Blue,Blue,,
MP23237,2002-12-11,"Billings, Montana","(45.7832856, -108.5006904)",Male,41,41,63,63,White / Caucasian,72.0,165.0,Blond/Strawberry,Hazel,Hazel,,"Scar/mark: Scar on lip
Tattoo: Tattoos on left and right hands, and left and right arms"
MP40815,2017-06-05,"Browning, Montana","(48.5569174, -113.0134175)",Female,20,20,28,28,American Indian / Alaska Native,62.0,90.0,Brown,Brown,Brown,T-shirt and jeans,
MP52588,2018-09-13,"Billings, Montana","(45.7832856, -108.5006904)",Female,49,49,56,56,White / Caucasian,64.0,130.0,Blond/Strawberry,Blue,Blue,,Tattoo: Bird tattoo around ankle
MP53543,2018-06-16,"Reed Point, Montana","(45.70938350000001, -109.5421187)",Male,20,20,26,26,White / Caucasian,69.0,170.0,Brown,Green,Green,"Possibly wearing: Wrangler RIPSTOP pants, loden color; Under Armour underwear; Perfect Fit Boot Socks
Possibly wearing a belt buckle","Tattoo: Right wrist: Initials ""KV""
Left bicep: Large owl
Left forearm: Bible quote"
MP61239,2016-08-20,"Stevensville, Montana","(46.50992249999999, -114.0931588)",Male,57,57,65,65,White / Caucasian,71.0,130.0,White,Blue,Blue,,
MP77193,2020-07-21,"Missoula, Montana","(46.8500521, -113.9869641)",Male,61,61,65,65,White / Caucasian,74.0,220.0,Gray or Partially Gray,Hazel,Hazel,Usually wears western shirts and boots,"Tattoo: Left chest: A ribbon and the word ""Love""
Right middle finger: A cross and 5 ""hash"" marks"
MP80201,1978-06-06,"Bozeman, Montana","(45.6769979, -111.0429339)",Male,24,24,71,71,White / Caucasian,70.0,150.0,Brown,Brown,Brown,,
MP122702,2018-05-12,"Butte, Montana","(46.0600227, -112.490614)",Female,29,29,36,36,White / Caucasian,63.0,190.0,Brown,Blue,Blue,,
MP79646,2019-10-15,"Saint Ignatius, Montana","(47.3199306, -114.0939979)",Male,65,65,70,70,American Indian / Alaska Native,68.0,200.0,Black,Brown,Brown,,
MP84800,2017-01-08,"Billings, Montana","(45.7832856, -108.5006904)",Male,53,53,61,61,American Indian / Alaska Native,75.0,180.0,Black,Brown,Brown,,
MP50560,2017-02-10,"Box Elder, Montana","(48.3172085, -110.0132634)",Male,57,57,65,65,American Indian / Alaska Native,68.0,155.0,Gray or Partially Gray,Brown,Brown,,
MP30851,2013-04-25,"Box Elder, Montana","(48.3172085, -110.0132634)",Male,57,57,69,69,American Indian / Alaska Native,69.0,190.0,Black,Brown,Brown,"Pajama bottoms and shoes belonging to the MP were recovered at the scene where MP's car was recovered
Glasses",Tattoo: Knife on left forearm
MP124899,2024-02-28,"Billings, Montana","(45.7832856, -108.5006904)",Male,30,30,30,30,,71.0,160.0,Black,Brown,Brown,"Blue jeans, white t-shirt, blue hoodie, & blue/white Nike shoes
gold chain necklace",Tattoo: $ dollar sign tattoo near left eye + unknown tattoo on left forearm
MP82195,2021-04-22,"Browning, Montana","(48.5569174, -113.0134175)",Female,3,3,7,7,American Indian / Alaska Native,36.0,31.0,Brown,Brown,Brown,"Purple jacket with a unicorn design on the front, a gray sweater, and black leggings
Black boots",
MP3898,1983-06-25,"Clancy, Montana","(46.4652096, -111.9863826)",Female,4,4,46,46,White / Caucasian,38.0,29.0,Brown,Blue,Blue,,Scar/mark: mole above her left eyebrow
MP23598,1984-07-20,"Ronan, Montana","(47.5288233, -114.1015013)",Male,58,58,98,98,White / Caucasian,72.0,185.0,Gray or Partially Gray,Blue,Blue,,
MP8299,1989-04-20,"Circle, Montana","(47.416417, -105.588264)",Female,37,37,73,73,White / Caucasian,63.0,117.0,Blond/Strawberry,Gray,Gray,"Leather purse
Jeans and a brown coat
Tennis shoes",
MP14923,1973-08-19,"Forsyth, Montana","(46.2630502, -106.6819793)",Female,24,24,75,75,White / Caucasian,66.0,165.0,Red/Auburn,Blue,Blue,wore prescription eyeglasses,
MP18931,2000-11-07,"Eureka, Montana","(48.8799647, -115.0535001)",Male,40,40,64,64,White / Caucasian,72.0,150.0,Brown,Brown,Brown,,Other distinctive physical characteristic: Fair complexion
MP19040,2012-05-27,"Anaconda, Montana","(46.10953139999999, -113.0212247)",Male,37,37,49,49,White / Caucasian,66.0,165.0,Brown,Blue,Blue,,
MP14829,1979-07-04,"Superior, Montana","(47.19159370000001, -114.8917978)",Female,40,40,86,86,White / Caucasian,60.0,155.0,Red/Auburn,Blue,Blue,"Last seen carrying a brown leather purse and light denim travel bag
Blue jeans",Scar/mark: Mole on face; Scar on abdomen
MP23775,2009-03-14,"Columbus, Montana","(45.6366836, -109.2494014)",Male,33,33,49,49,White / Caucasian,68.0,200.0,Blond/Strawberry,Blue,Blue,,Scar/mark: scar right elbow
MP14936,1999-10-22,"Missoula, Montana","(46.8721284, -113.9940314)",Male,35,35,60,60,White / Caucasian,76.0,155.0,Blond/Strawberry,Hazel,Hazel,,Artificial body part/aid: Wears eyeglasses
MP16955,1993-05-01,"Billings, Montana","(45.7832856, -108.5006904)",Male,17,17,49,49,White / Caucasian,68.0,120.0,Brown,Hazel,Hazel,,"Piercing: Pierced left ear
Scar/mark: Scars on chin and by right eye"
MP39993,1975-06-10,"Wolf Creek, Montana","(47.006054, -112.0691697)",Female,20,20,70,70,White / Caucasian,64.0,140.0,Brown,Hazel,Hazel,"Yellow floral smock-style top and jeans
Glasses with copper wire frames
Navy and white canvas deck shoes, size 7-7.5
Small oval in shape Bulova watch gold in color, antique-style wedding band/ring with one diamond, and chain-style bracelet","Scar/mark: Scar on right knee
Other distinctive physical characteristic: Freckles"
MP110911,2020-10-19,"Stevensville, Montana","(46.50992249999999, -114.0931588)",Male,56,56,60,60,White / Caucasian,72.0,200.0,Brown,Hazel,Hazel,,
MP61246,2018-06-15,"Missoula, Montana","(46.9539821, -113.9120099)",Male,43,43,49,49,White / Caucasian,72.0,280.0,Brown,Green,Green,,
MP61241,2016-09-27,"Nye, Montana","(45.4354968, -109.8090654)",Male,50,50,58,58,White / Caucasian,76.0,210.0,Brown,Blue,Blue,Contact lenses,
MP59988,2018-04-29,"Bozeman, Montana","(45.67931189999999, -111.037259)",Male,45,45,52,52,,74.0,175.0,Brown,Brown,Brown,,
MP61237,2016-06-12,"Glasgow, Montana","(48.1969637, -106.6367127)",Male,59,59,67,67,White / Caucasian,72.0,190.0,Gray or Partially Gray,Gray,Gray,"Last seen wearing a blue T-shirt with darker blue pocket on the left breast, blue jeans
Work boots
Watch","Other distinctive physical characteristic: Light complexion where covered by clothing; tanned face, neck and arms"
MP76701,2020-08-02,"Eureka, Montana","(48.8799647, -115.0535001)",Male,42,42,46,46,White / Caucasian,67.0,210.0,Brown,Hazel,Hazel,"Orange t-shirt, blue jeans and a black cowboy hat
Tennis shoes",
MP83463,2021-08-16,"Ovando, Montana","(47.0202162, -113.1331154)",Male,25,25,28,28,White / Caucasian,72.0,180.0,Brown,Blue,Blue,,
MP1772,2008-11-18,"Omaha, Nebraska","(41.2921503, -96.0573302)",Male,24,24,40,40,,67.0,140.0,Black,Brown,Brown,,
MP1970,1977-08-04,"Omaha, Nebraska","(41.2565369, -95.9345034)",Female,18,18,66,66,White / Caucasian,64.0,125.0,Red/Auburn,Hazel,Hazel,"carrying a brown imitation leather purse with a shoulder strap.
Long sleeve red and black shirt, blue jeans,
blue sandals,
Birthstone ring with an opal stone worn on left hand, small gold band with an ""M"" stamped on it worn on left hand","Piercing: Pierced ears
Scar/mark: A small scar on center of forehead."
MP4817,2009-12-18,"Omaha, Nebraska","(41.2565369, -95.9345034)",Female,43,43,58,58,,66.0,140.0,Brown,Brown,Brown,Jacqueline may wear glasses.,
MP4688,2009-02-01,"Omaha, Nebraska","(41.2565369, -95.9345034)",Female,3,3,19,19,,36.0,35.0,Black,Black,Black,Pink long-sleeved outfit with pink bottoms,Piercing: Both of Alexandra`s ears are pierced.
MP4690,2009-02-01,"Omaha, Nebraska","(41.2565369, -95.9345034)",Male,2,2,18,18,Hispanic / Latino,29.0,30.0,Black,Black,Black,Maroon shirt with moose on it and jeans.,Scar/mark: Angel has a scar on his left side.
MP13434,2010-02-08,"Plattsmouth, Nebraska","(41.0111103, -95.88084239999999)",Male,17,17,32,32,White / Caucasian,69.0,115.0,Brown,Blue,Blue,"grey sweatshirt and blue jeans
Black tennis shoes",
MP14962,2006-05-10,"Omaha, Nebraska","(41.2565369, -95.9345034)",Female,19,19,38,38,White / Caucasian,60.0,140.0,Brown,Hazel,Hazel,"Pink shirt of palm tree on front side, blue jeans
flip flops",Tattoo: Palm tree on lower back
MP21273,1973-07-28,"Wilbur, Nebraska","(40.4813257, -96.9605686)",Male,76,76,127,127,White / Caucasian,66.0,150.0,,,,,
MP37101,1998-02-09,"Omaha, Nebraska","(41.2565369, -95.9345034)",Male,36,36,63,63,White / Caucasian,70.0,160.0,Brown,Blue,Blue,"Collared, vertically striped, white long-sleeved button-down shirt; Tan pants
Glasses",
MP71058,2020-06-11,"Gretna, Nebraska","(41.14045489999999, -96.24368419999999)",Female,8,8,12,12,Black / African American,48.0,70.0,Black,Brown,Brown,TARIE was last seen wearing a pink bathing suit.,Other distinctive physical characteristic: Tarie has a scar on her thigh.
MP75108,2020-03-23,"Lincoln, Nebraska","(40.8298688, -96.7012424)",Male,55,55,60,60,White / Caucasian,67.0,200.0,Brown,Blue,Blue,,"Tattoo: MP has a tattoo on his right arm (no description provided).
Other distinctive physical characteristic: MP is missing his front teeth."
MP78028,2019-04-20,"Trenton, Nebraska","(40.1747708, -101.0129668)",Female,18,18,23,23,White / Caucasian,68.0,180.0,Brown,Blue,Blue,"Wearing Black tank top and denim shorts.  Took a pair of jeans and a hoodie.
Wears glasses","Scar/mark: multiple scars including a rectangular shape (back of right shoulder) and a square shape (middle of upper forehead)
Tattoo: Feather with the letters ""FLY"" (left shoulder) and tribal sun in red ink (right ankle)."
MP111963,2022-11-10,"Bellevue, Nebraska","(41.0972802, -95.9515399)",Female,36,36,38,38,Asian,64.0,180.0,Black,Brown,Brown,"last seen wearing blue shirt, blue jeans, gray-green shoes. The shoes were located at the scene.",
MP112515,2023-11-30,"Omaha, Nebraska","(41.2565369, -95.9345034)",Female,51,51,52,52,Asian,61.0,120.0,Black,Black,Black,,
MP2774,1981-03-05,"Papillion, Nebraska","(41.1544432, -96.0422378)",Female,30,30,74,74,White / Caucasian,64.0,140.0,Brown,Hazel,Hazel,,
MP1971,1980-01-01,"Omaha, Nebraska","(41.2565369, -95.9345034)",Male,25,25,70,70,Black / African American,71.0,165.0,Brown,Black,Black,,
MP2376,1993-04-10,"Gering, Nebraska","(41.82636189999999, -103.6577616)",Male,21,21,53,53,White / Caucasian,65.0,120.0,Brown,Green,Green,,"Piercing: Pierced ear
Scar/mark: Scar on forehead"
MP19639,1940-06-08,"Cedar Rapids, Nebraska","(41.560013, -98.1445085)",Male,42,42,126,126,White / Caucasian,60.0,165.0,Brown,,,,"Other distinctive physical characteristic: Reported by family members memory, Mr. Miller had a gum disease causing all of his teeth to fall out or be pulled."
MP17320,2004-08-13,"Papillion, Nebraska","(41.1544432, -96.0422378)",Male,44,44,64,64,White / Caucasian,67.0,150.0,Brown,Blue,Blue,,Scar/mark: Scar on right wrist
MP13261,2007-10-24,"South Sioux City, Nebraska","(42.4648558, -96.4130601)",Female,4,4,21,21,White / Caucasian,44.0,70.0,Brown,Brown,Brown,,
MP27088,2014-10-29,"Omaha, Nebraska","(41.2644695, -95.9647536)",Male,22,22,33,33,White / Caucasian,69.0,180.0,Brown,Hazel,Hazel,"when last seen 6 days before disappearance, camo shirt/shorts
when last seen 6 days before disappearance Black, red and white Jordan shoes","Tattoo: numerous tattoos on arms, legs, and feet"
MP28616,2015-05-03,"Lincoln, Nebraska","(40.813616, -96.7025955)",Female,30,30,40,40,,69.0,110.0,Black,Brown,Brown,"Orange and gray backpack; Umbrella
Fall Lake State Park orange hoodie; Blue jeans
Blue/pink or white shoes with laces",Scar/mark: Black birthmark on unknown hand or plam
MP40900,2016-10-14,"Omaha, Nebraska","(41.2918458, -95.9673967)",Female,16,16,24,24,White / Caucasian,64.0,140.0,Black,Brown,Brown,,"Piercing: Gauged ears size of a quarter
Tattoo: One looks like a crown on left arm, a smiley face on inside of left wrist, a big triangle with circle that has a lightning bolt through it on right forearm and others unknown
Other distinctive physical characteristic: Gauged ears size of a quarter; One looks like a crown on left arm, a smiley face on inside of left wrist, a big triangle with circle that has a lightning bolt through it on right forearm and others unknown"
MP41346,2017-06-28,"Lincoln, Nebraska","(40.813616, -96.7025955)",Male,34,34,42,42,Black / African American,69.0,190.0,Black,Brown,Brown,,"Scar/mark: Facial acne scars
Tattoo: Tattoo of ""Anita"" inside a cross on right arm/shoulder; Full tattoo sleeves on right and left arms; Tattoo of a wolf with pointy ears on chest; Tattoo of ""Victory"" on right chest/shoulder; Tattoo of ""Jacquline"" on right arm

*See images for additional information on tattoos"
MP54589,2018-06-20,"Alvo, Nebraska","(40.8719437, -96.38750999999999)",Male,33,33,40,40,White / Caucasian,76.0,210.0,Blond/Strawberry,Blue,Blue,"Big, foam filled, black shin guards; Known to wear ""chain mail"" armor",
MP43060,2018-04-02,"Omaha, Nebraska","(41.2954735, -95.99383390000001)",Female,34,34,41,41,Black / African American,66.0,195.0,Black,Brown,Brown,Purple tank top; Black shorts,"Piercing: Pierced ears
Tattoo: Tattoo of ""Legendary Fat Daddy"" on left forearm; Tattoo of an unknown design across chest
Other distinctive physical characteristic: Gold tooth on top right"
MP55464,1997-07-03,"Omaha, Nebraska","(41.2565369, -95.9345034)",Male,47,47,74,74,White / Caucasian,69.0,185.0,Brown,Brown,Brown,,
MP59295,2019-07-06,"Terrytown, Nebraska","(41.8474677, -103.6616105)",Male,25,25,30,30,White / Caucasian,71.0,195.0,Brown,Blue,Blue,"MP was wearing a short sleeved, Wrangler brand, button up shirt, Wrangler blue jeans and a black and white ball cap.",
MP59678,2016-12-10,"Grand Island, Nebraska","(40.96284740000001, -98.2869478)",Male,34,34,42,42,Hispanic / Latino,67.0,165.0,Brown,Brown,Brown,,
MP108935,2023-02-07,"Lincoln, Nebraska","(40.7911592, -96.76010570000001)",Female,17,17,19,19,White / Caucasian,64.0,150.0,Brown,,,black Nike coat and black Nike pants,Tattoo: chinese letters on face and rose on left hand
MP112290,2023-11-03,"Lincoln, Nebraska","(40.7911592, -96.76010570000001)",Male,35,35,36,36,White / Caucasian,73.0,185.0,Red/Auburn,Blue,Blue,"Gray shorts, a gray partial zip-up running sweatshirt, and running shoes.","Tattoo: A cross and the Serenity prayer are tattooed on the left side of the rib cage.  Three tattoos are on the right calf and shin; a flower, the words, ' from dust I cam to dust I shall return,' and a black Up arrow encased in a black circle."
MP56543,2019-01-17,"Lincoln, Nebraska","(40.8298688, -96.7012424)",Male,57,57,63,63,American Indian / Alaska Native,69.0,140.0,Gray or Partially Gray,Brown,Brown,,
MP7132,1992-10-17,"Lincoln, Nebraska","(40.8136634, -96.7025764)",Male,60,60,93,93,American Indian / Alaska Native,70.0,150.0,Gray or Partially Gray,Brown,Brown,"Button down shirt, blue jeans(favored Levis)
Size 10 1/2
Gold colored crucifix","Artificial body part/aid: False teeth
Deformity: Both ankles had been fractured, walked with a limp, right knee injury, possible fracture
Tattoo: Naked woman on lower right arm; ""Ph"" on upper left arm; ""Jn"" or ""Jh"" on lower left arm"
MP17172,1992-09-30,"Macy, Nebraska","(42.1130467, -96.3564161)",Male,43,43,75,75,American Indian / Alaska Native,68.0,180.0,Brown,Brown,Brown,,Tattoo: Tattoo on left forearm
MP67,2000-10-17,"Lincoln, Nebraska","(40.8298688, -96.7012424)",Female,40,40,65,65,White / Caucasian,66.0,105.0,Brown,Brown,Brown,"Black shirt, black pants, black shoes
Glasses with wire frames or contacts","Piercing: Multiple piercings in ears
Scar/mark: Freckles
Tattoo: Tattoo of a small purple flower on her back"
MP3116,2004-01-04,"Lincoln, Nebraska","(40.813616, -96.7025955)",Male,57,57,77,77,White / Caucasian,64.0,150.0,Gray or Partially Gray,Blue,Blue,,"Scar/mark: Scar on left cheek; Scar on right hand
Tattoo: Tattoo of a skeleton on left shoulder blade; Tattoo of a panther on right forearm; Tattoo of an eagle on left upper arm"
MP2777,1992-08-22,"Stockville, Nebraska","(40.5327852, -100.3834757)",Male,35,35,68,68,White / Caucasian,68.0,140.0,Brown,Brown,Brown,"One boot ""built up"" as one leg is shorter than the other
Gold earring in left ear","Deformity: One leg shorter than the other
Piercing: Pierced left ear
Scar/mark: Scar on back"
MP1770,2000-12-22,"Omaha, Nebraska","(41.2565369, -95.9345034)",Female,36,36,60,60,American Indian / Alaska Native,63.0,130.0,Black,Brown,Brown,"black jacket with a hood, blue hooded sweatshirt and blue jeans","Piercing: Ears
Scar/mark: Scar on left wrist; Scar on right hand
Tattoo: Tattoo of initials ""RF"" on right wrist, tattoo of the words ""Lone Star"" on left wrist; ""Leland"" on right hand"
MP2775,1990-08-21,"Grand Island, Nebraska","(40.9263957, -98.3420118)",Male,69,69,104,104,White / Caucasian,66.0,190.0,Brown,Green,Green,"Black billfold with gold ornament in one corner containing various credit cards; Silver digital watch
Glasses",Scar/mark: Scar on chest
MP2513,1980-04-23,"Gering, Nebraska","(41.82636189999999, -103.6577616)",Male,60,60,105,105,White / Caucasian,71.0,150.0,Brown,Blue,Blue,,"Amputation: Missing right index finger
Scar/mark: Scar on back; Scar on left finger; Scar on neck; Scar on upper left arm"
MP4693,2003-01-06,"Plattsmouth, Nebraska","(41.0111103, -95.88084239999999)",Male,5,5,27,27,White / Caucasian,42.0,36.0,Brown,Brown,Brown,"Brendan was last seen wearing blue pajama shorts, a brown/beige shirt and a necklace that says ""BRENDAN"".

Blue jeans, yellow shirt, blue lace up shoes, black jacket (per child's mother)",
MP5189,2005-08-22,"Omaha, Nebraska","(41.2565369, -95.9345034)",Male,1,1,20,20,Hispanic / Latino,24.0,25.0,Black,Brown,Brown,,
MP25278,2014-06-19,"Bellevue, Nebraska","(41.1596468, -95.9092754)",Male,57,57,67,67,White / Caucasian,66.0,110.0,Gray or Partially Gray,Blue,Blue,,"Scar/mark: Scar on chest from heart by-pass surgery
Tattoo: ""Ron"" on left hand between thumb and forefinger"
MP13240,1976-03-31,"Kearney, Nebraska","(40.69933030000001, -99.0816784)",Male,32,32,80,80,White / Caucasian,69.0,150.0,Blond/Strawberry,Green,Green,"Western shirt
Cowboys boots",Other distinctive physical characteristic: Wayne had previously broken his leg.  This was healed when he was last seen.
MP17595,2011-04-27,"Lincoln, Nebraska","(40.813616, -96.7025955)",Male,71,71,85,85,White / Caucasian,64.0,119.0,Blond/Strawberry,Hazel,Hazel,,
MP21274,1973-07-28,"Wilber, Nebraska","(40.4813257, -96.9605686)",Female,79,79,130,130,White / Caucasian,65.0,120.0,,,,housecoat,
MP59614,2019-07-09,"Lincoln, Nebraska","(40.804574, -96.6157192)",Male,47,47,52,52,Hispanic / Latino,69.0,180.0,Black,Brown,Brown,,
MP105543,1989-04-07,"Omaha, Nebraska","(41.2418116, -95.9673967)",Male,25,25,61,61,White / Caucasian,72.0,130.0,Brown,Hazel,Hazel,,
MP118342,2020-01-14,"Beaver City, Nebraska","(40.1381179, -99.8264435)",Male,78,78,82,82,White / Caucasian,73.0,190.0,White,Blue,Blue,"Blue sweater and jeans
brown dress shoes",
MP126386,2024-06-25,"Lincoln, Nebraska","(40.8524941, -96.6584666)",Female,30,30,31,31,White / Caucasian,61.0,240.0,Brown,Brown,Brown,,
MP191,2005-08-08,"Hawthorne, Nevada","(38.5246441, -118.624578)",Female,64,64,83,83,White / Caucasian,62.0,140.0,Brown,Hazel,Hazel,"Usually wears cotton type shirts, jeans or capris,
Prescription glasses with gold wire frames and oval lenses.
White athletic shoes or white sandals.
Gold ""Mother's"" ring with a peridot, pink, purple, and blue stone worn on right ring finger, possibly wearing a ""Celtic"" style silver necklace and a silver necklace with one blue and two pink stones in a small pendant.",Piercing: Pierced ears
MP9,1996-08-10,"Reno, Nevada","(39.529919, -119.8142691)",Female,28,28,56,56,White / Caucasian,63.0,115.0,Brown,Blue,Blue,,Piercing: Pierced ears.
MP2660,1982-09-14,"Reno, Nevada","(39.5296329, -119.8138027)",Female,17,17,60,60,White / Caucasian,68.0,160.0,Brown,Blue,Blue,Possibly carrying a blue suitcase or bag,"Scar/mark: Faint scar near eye from stitches (unknown which eye)
Other distinctive physical characteristic: One foot turned slightly inward, created complications when she would run"
MP9677,2009-01-28,"Las Vegas, Nevada","(36.2030945, -115.2244853)",Male,47,47,62,62,White / Caucasian,70.0,200.0,Brown,Blue,Blue,"Blue jeans , yellow jacket and black shoes.
Black shoes","Tattoo: Tattoo of ""Beatles Picture"" on right shoulder. Tatoo of ""Tazmanian Devil"" on left shoulder. Tattoo on back of ""Eagle"" Tatoo of ""Longhorn Skull"" on chest."
MP7870,1979-05-10,"Las Vegas, Nevada","(36.1697096, -115.1236952)",Female,21,21,66,66,White / Caucasian,69.0,179.0,Blond/Strawberry,Blue,Blue,,Other distinctive physical characteristic: Large bump on bridge of nose
MP8138,2010-05-14,"Las Vegas, Nevada","(36.1453333, -115.2778317)",Male,40,40,54,54,,70.0,200.0,Brown,Brown,Brown,"Gray T-Shirt, Plaid Shorts red/white
Sunglasses Brand Hoven, electric blue Greaser Style
Adidas size 13
Necklace 24"", Gold, Cartier Link with Charm Gold/
Diamond ""HH"".  Gold and Diamond Pave ""HH"" ring.1/2 inch Gold diamond wedding ring on left hand.","Scar/mark: Scar on stomach due to Gastric Bypass Surgery
Ring around his esophagus due to bypass surgery."
